GENERIC NAME,STRENGTH,BRAND NAME
PHENYLEPHRINE,10% EYE DROPS 0.3 ML MIN,MYDFRIN
PHENYLEPHRINE,2.5% EYE DROPS 0.3 ML MIN,MYDFRIN
PHENYLEPHRINE,2.5% EYE DROPS 5 ML BTL,MYDFRIN
PHENYLEPHRINE,INJ 10 MG/ML 1 ML VIAL,MYDFRIN
PHENYLEPHRINE,INJ 10 MG/ML 5 ML VIAL,MYDFRIN
PHENYLEPHRINE,POWDER 25 GM BTL,
PHENYTOIN,100 MG CAP,DILANTIN
PHENYTOIN,30 MG CAP,DILANTIN
PHENYTOIN,INJ 50 MG/ML 2 ML VIAL,DILANTIN
PHENYTOIN,INJ 50 MG/ML 5 ML VIAL,DILANTIN
PHENYTOIN,SUSP 125 MG/5 ML 250 ML BTL,DILANTIN
PHENYTOIN,SUSP 30 MG/5 ML 250 ML BTL,DILANTIN
PHENYTOIN,50 MG CHEW TAB,DILANTIN INFATABS
PHYTONADIONE,INJ 1 MG/0.5 ML AMP,VITAMIN K1
PHYTONADIONE,INJ 10 MG/ML AMP,VITAMIN K1
PICOSULFATE,PICOSULFATE+MAGNESIUM+CITRATE POWDER PKT [for dissoluti,PURG-ODAN
PILOCARPINE,1% EYE DROPS 15 ML BTL,ISOPTO CARPINE
PILOCARPINE,2% EYE DROPS 0.3 ML MIN,ISOPTO CARPINE
PILOCARPINE,2% EYE DROPS 15 ML BTL,ISOPTO CARPINE
PILOCARPINE,4% EYE DROPS 0.3 ML MIN,ISOPTO CARPINE
PILOCARPINE,4% EYE DROPS 15 ML BTL,ISOPTO CARPINE
PILOCARPINE,6% EYE DROPS 15 ML BTL,ISOPTO CARPINE
PIMOZIDE,2 MG TAB,ORAP
PIMOZIDE,4 MG TAB,ORAP
PINAVERIUM,50 MG TAB,DICETEL
PIOGLITAZONE,15 MG TAB,ACTOS
PIOGLITAZONE,30 MG TAB,ACTOS
PIOGLITAZONE,45 MG TAB,ACTOS
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM INJ 13.5 GM VIAL,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM INJ 2250 MG VIAL,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM INJ 3375 MG VIAL,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM INJ 4500 MG VIAL,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM IV 2250 MG/50 ML D5W,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM IV 3375 MG/100 ML D5W,TAZOCIN
PIPERACILLIN,PIPERACILLIN+TAZOBACTAM IV 4500 MG/100 ML D5W,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 13.5 GM VIAL,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 2250 MG VIAL,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 3375 MG VIAL,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 4500 MG VIAL,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 2250 MG/50 ML D5W,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 3375 MG/100 ML D5W,TAZOCIN
PIPERACILLIN+TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 4500 MG/100 ML D5W,TAZOCIN
PIPTAZO,PIPERACILLIN+TAZOBACTAM INJ 13.5 GM VIAL,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM INJ 2250 MG VIAL,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM INJ 3375 MG VIAL,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM INJ 4500 MG VIAL,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM IV 2250 MG/50 ML D5W,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM IV 3375 MG/100 ML D5W,PIPTAZ
PIPTAZO,PIPERACILLIN+TAZOBACTAM IV 4500 MG/100 ML D5W,PIPTAZ
PNEUMOCOCCAL,PNEUMOCOCCAL VACCINE POLYVALENT-23 VACCINE 0.5 ML VIAL,PNEUMOVAX 23
PNEUMOCOCCAL,PNEUMOCOCCAL VACCINE POLYVALENT-23 VACCINE 25 MCG/0.5 ML PFS,PNEUMOVAX 23
PNEUMOCOCCAL,PNEUMOCOCCAL VACCINE 13-VALENT VACCINE 0.5 ML PFS,PREVNAR 13
POLIO,POLIOVIRUS VACCINE INACTIVATED 0.5 ML AMP,INACTIVATED POLIOMYELITIS VACC
POLYETHYLENE GLYCOL,3350 POWDER,"PEG 3350, Lax-a-Day"
POLYETHYLENE GLYCOL,3350 POWDER 17 GM SACHETS,"Pegalax, Lax-a-day"
POLYMYXIN,POLYMYXIN B+BACITRACIN OINT 30 GM TUBE,BIODERM
POLYMYXIN,POLYMYXIN B+BACITRACIN OINT 15 GM TUBE,POLYSPORIN
POLYMYXIN+GRAMICIDIN,CRM 15 GM TUBE,POLYSPORIN
POLYMYXIN+GRAMICIDIN,EYE/EAR DROPS 10 ML BTL,POLYSPORIN
POLYVINYL ALCOHOL,1.4% EYE DROPS 15 ML BTL,ARTIFICIAL TEARS
POLYVINYL ALCOHOL,3% EYE DROPS 15 ML BTL,PMS ARTIFICIAL TEARS (LIQUIFIL
POLYVINYL ALCOHOL,1.4% EYE DROPS 0.4 ML MIN,REFRESH
POLYVINYL ALCOHOL,1.4%+POVIDONE 0.6% EYE DROPS 15 ML BT,TEARS PLUS
POTASSIUM,POTASSIUM POWDER 100 GM BTL,ALUM
POTASSIUM,CHL. LIQ 20 MMOL/15 ML [1500 MG] 500 ML BTL,K-10
POTASSIUM,CHL. SR 1500 MG [20 mmol] TAB,K-DUR
POTASSIUM,CHLORIDE 20 MMOL [1500 MG] PKT,K-LOR
POTASSIUM,CITRATE 25 mmol [2.5 g] EFFERV TAB,K-LYTE
POTASSIUM,IODINE+POTASSIUM IODIDE 5% SOLN 100 ML BTL,LUGOLS
POTASSIUM,CHL. SR 600 MG [8 mmol] CAP,MICRO-K
POTASSIUM,CHL. LIQ 20 MMOL/15 ML [1500 MG] 500 ML BTL,PMS KCL SOLUTION
POTASSIUM,CHL. SR 600 MG [8 mmol] TAB,SLOW-K
POTASSIUM,ACETATE INJ 4 MMOL/ML 50 ML VIAL,
POTASSIUM,CHL 10 MMOL+D5W+SOD.CH.0.45% IV 500 ML BAG,
POTASSIUM,CHL 20 MMOL [1500 MG] in SOD CHL 0.45% 1000 M,
POTASSIUM,CHL. INJ 10 MMOL/100 ML BAG,
POTASSIUM,CHL. INJ 2 MMOL/ML 10 ML VIAL,
POTASSIUM,CHL. INJ 2 MMOL/ML 20 ML VIAL,
POTASSIUM,CHL. INJ 20 MMOL/100 ML BAG,
POTASSIUM,CHL. INJ 20 MMOL/50 ML BAG,
POTASSIUM,CHL. INJ 40 MMOL/100 ML BAG,
POTASSIUM,PERCHLORATE 10% 10 MG/ML SOLN 1 L BTL,
POTASSIUM,PERCHLORATE POWDER 100 GM BTL,
POTASSIUM,PERCHLORATE POWDER 500 GM BTL,
POTASSIUM,PHOSPHATE INJ 3 MMOL/ML 10 ML VIAL,
POTASSIUM,PHOSPHATE INJ 3 MMOL/ML 15 ML VIAL,
POTASSIUM,PHOSPHATE INJ 3 MMOL/ML 5 ML VIAL,
POTASSIUM,PHOSPHATE INJ 3 MMOL/ML 50 ML VIAL,
POTASSIUM,PHOSPHATE IV 15 MMOL/250 ML D5W BAG,
POTASSIUM,PHOSPHATE IV 15 MMOL/50 ML D5W BAG,
PRAMIPEXOLE,0.25 MG TAB,MIRAPEX
PRAMIPEXOLE,0.5 MG TAB,MIRAPEX
PRAMIPEXOLE,1 MG TAB,MIRAPEX
PRAMIPEXOLE,1.5 MG TAB,MIRAPEX
PRAVASTATIN,10 MG TAB,PRAVACHOL
PRAVASTATIN,20 MG TAB,PRAVACHOL
PRAVASTATIN,40 MG TAB,PRAVACHOL
PRAZIQUANTEL,600 MG TAB,BILTRICIDE
PRAZOSIN,1 MG TAB,MINIPRESS
PRAZOSIN,2 MG TAB,MINIPRESS
PRAZOSIN,5 MG TAB,MINIPRESS
PREDNISOLONE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE DROPS 10 ML BTL,BLEPHAMIDE
PREDNISOLONE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE DROPS 5 ML BTL,BLEPHAMIDE
PREDNISOLONE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE OINT 3.5 GM TUB,BLEPHAMIDE
PREDNISOLONE,LIQ 5 MG/5 ML 120 ML BTL,PMS PREDNISOLONE (PEDIAPRED)
PREDNISOLONE,ACETATE 1% EYE DROPS 10 ML BTL,PRED FORTE 1%
PREDNISOLONE,ACETATE 1% EYE DROPS 5 ML BTL,PRED FORTE 1%
PREDNISOLONE,ACETATE 0.12% EYE DROPS 10 ML BTL,PRED MILD
PREDNISONE,1 MG TAB,DELTASONE
PREDNISONE,5 MG TAB,DELTASONE
PREDNISONE,50 MG TAB,DELTASONE
PREGABALIN,150 MG CAP,LYRICA
PREGABALIN,25 MG CAP,LYRICA
PREGABALIN,50 MG CAP,LYRICA
PREGABALIN,75 MG CAP,LYRICA
PRIMAQUINE,15 MG TAB,PRIMAQUINE
PRIMENE,A HIGH PROTEIN TPN 300 ML BAG,
PRIMENE,FULL ACETATE TPN 300 ML BAG,
PRIMENE,TPN 250 ML BTL,
PRIMIDONE,125 MG TAB,MYSOLINE
PRIMIDONE,250 MG TAB,MYSOLINE
PROBENECID,500 MG TAB,BENURYL
PROBENECID,500 MG CAP,
PROCAINAMIDE,SR 250 MG TAB,PROCAN SR
PROCAINAMIDE,SR 500 MG TAB,PROCAN SR
PROCAINAMIDE,SR 750 MG TAB,PROCAN SR
PROCAINAMIDE,INJ 100 MG/ML 10 ML VIAL,PRONESTYL
PROCHLORPERAZINE,10 MG SUPP,STEMETIL
PROCHLORPERAZINE,10 MG TAB,STEMETIL
PROCHLORPERAZINE,5 MG TAB,STEMETIL
PROCHLORPERAZINE,INJ 5 MG/ML 2 ML AMP,STEMETIL
PROCYCLIDINE,2.5 MG TAB,KEMADRIN
PROCYCLIDINE,5 MG TAB,KEMADRIN
PROGESTERONE,100 MG VAGINAL TAB,ENDOMETRIN
PROGUANIL,ATOVAQUONE+PROGUANIL 250/100 MG TAB,MALARONE
PROPAFENONE,150 MG TAB,RYTHMOL
PROPAFENONE,300 MG TAB,RYTHMOL
PROPARACAINE,0.5% EYE DROPS 15 ML BTL,ALCAINE
PROPOFOL,INJ 10 MG/ML 100 ML VIAL,DIPRIVAN
PROPOFOL,INJ 10 MG/ML 20 ML VIAL,DIPRIVAN
PROPOFOL,INJ 10 MG/ML 50 ML VIAL,DIPRIVAN
PROPRANOLOL,10 MG TAB,INDERAL
PROPRANOLOL,120 MG TAB,INDERAL
PROPRANOLOL,20 MG TAB,INDERAL
PROPRANOLOL,40 MG TAB,INDERAL
PROPRANOLOL,80 MG TAB,INDERAL
PROPRANOLOL,INJ 1 MG/ML 1 ML VIAL,INDERAL
PROPRANOLOL,SR 120 MG CAP,INDERAL-LA
PROPRANOLOL,SR 160 MG CAP,INDERAL-LA
PROPRANOLOL,SR 60 MG CAP,INDERAL-LA
PROPRANOLOL,SR 80 MG CAP,INDERAL-LA
PROPYLENE GLYCOL,500 ML,
PROPYLPARABEN,POWDER 100 GM BTL,PROPYL 4-HYDROXYBENZOATE POWDE
PROPYLTHIOURACIL,100 MG TAB,PROPYL-THYRACIL
PROPYLTHIOURACIL,50 MG TAB,PROPYL-THYRACIL
PROTAMINE,SULFATE INJ 10 MG/ML 25 ML VIAL,
PROTAMINE,SULFATE INJ 10 MG/ML 5 ML VIAL,
PROTEASE,LIPASE+AMYLASE+PROTEASE 4/11/11 EC CAP,COTAZYM
PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 CAP,COTAZYM
PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 EC CAP,COTAZYM
PROTEASE,LIPASE+AMYLASE+PROTEASE EC 20/55/55 CAP,COTAZYM
PROTEASE,LIPASE+AMYLASE+PROTEASE 4.5/20/25 CAP,ULTRASE
PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 TAB,VIOKASE
PSEUDOEPHEDRINE,60 MG TAB,SUDAFED
PSYLLIUM,MUCILLOID 3.4 GM WAFERS,METAMUCIL
PSYLLIUM,POWDER SUGAR FREE 283 GM BTL,MUCILLIUM (METAMUCIL)
PSYLLIUM,POWDER 336 GM BTL,"MUCILLIUM, METAMUCIL"
PSYLLIUM,POWDER 400 GM BTL,Pro Diem
PYRANTEL,125 MG TAB,COMBANTRIN
PYRANTEL,SUSP 50 MG/ML 50 ML BTL,COMBANTRIN
PYRAZINAMIDE,500 MG TAB,TEBRAZID
PYRAZINAMIDE,TB KIT 500 MG TAB 60/VIAL,TEBRAZID
PYRAZINAMIDE,TB KIT 500 MG TAB 90/VIAL,TEBRAZID
PYRIDOSTIGMINE,60 MG TAB,MESTINON
PYRIDOSTIGMINE,SR 180 MG TAB,MESTINON SR
PYRIDOXINE,DOXYLAMINE+PYRIDOXINE SR 10/10 MG TAB,DICLECTIN
PYRIDOXINE,100 MG TAB,VITAMIN B6
PYRIDOXINE,25 MG TAB,VITAMIN B6
PYRIDOXINE,250 MG TAB,VITAMIN B6
PYRIDOXINE,50 MG TAB,VITAMIN B6
PYRIDOXINE,INJ 100 MG/ML 30ML VIAL,VITAMIN B6
QUETIAPINE,100 MG TAB,SEROQUEL
QUETIAPINE,150 MG TAB,SEROQUEL
QUETIAPINE,200 MG TAB,SEROQUEL
QUETIAPINE,25 MG TAB,SEROQUEL
QUETIAPINE,300 MG TAB,SEROQUEL
QUETIAPINE,SR 150 MG TAB,SEROQUEL XR
QUETIAPINE,SR 200 MG TAB,SEROQUEL XR
QUETIAPINE,SR 200 MG TAB,SEROQUEL XR
QUETIAPINE,SR 300 MG TAB,SEROQUEL XR
QUETIAPINE,SR 400 MG TAB,SEROQUEL XR
QUETIAPINE,SR 50 MG TAB,SEROQUEL XR
QUETIAPINE,SR 50 MG TAB,SEROQUEL XR
QUININE,SULFATE 200 MG CAP,
QUININE,SULFATE 300 MG CAP,
RAMIPRIL,1.25 MG CAP,ALTACE
RAMIPRIL,10 MG CAP,ALTACE
RAMIPRIL,2.5 MG CAP,ALTACE
RAMIPRIL,5 MG CAP,ALTACE
RANITIDINE,150 MG TAB,ZANTAC
RANITIDINE,300 MG TAB,ZANTAC
RANITIDINE,DILUTE INJ 2 MG/ML 5 ML VIAL,ZANTAC
RANITIDINE,INJ 25 MG/ML 2 ML VIAL,ZANTAC
RANITIDINE,IV 50 MG/50 ML D5W BAG,ZANTAC
RANITIDINE,LIQ 75 MG/5 ML 300 ML BTL,ZANTAC
REMIFENTANIL,INJ 1 MG VIAL,ULTIVA
REMIFENTANIL,INJ 2 MG VIAL,ULTIVA
RIBOFLAVIN,100 MG TAB,RIBOFLAVIN
RIFABUTIN,150 MG CAP,MYCOBUTIN
RIFAMPIN,150 MG CAP,RIFADIN
RIFAMPIN,300 MG CAP,RIFADIN
RITONAVIR+LOPINAVIR,25/100 MG TAB,KALETRA
RITONAVIR+LOPINAVIR,33.3/133.3 MG CAP,KALETRA
RITONAVIR+LOPINAVIR,50/200 MG TAB,KALETRA
RITONAVIR+LOPINAVIR,LIQ 20+80 MG/ML 160 ML BTL,KALETRA
ROCURONIUM,INJ 10 MG/ML 5 ML VIAL,ZEMURON
ROPINIROLE,0.25 MG TAB,REQUIP
ROPINIROLE,1 MG TAB,REQUIP
ROPINIROLE,2 MG TAB,REQUIP
ROPINIROLE,5 MG TAB,REQUIP
ROPIVACAINE,0.1% INJ 1 MG/ML 100 ML BAG,NAROPIN
ROPIVACAINE,0.2% INJ 2 MG/ML 100 ML BAG,NAROPIN
ROPIVACAINE,0.2% INJ 2 MG/ML 200 ML BAG,NAROPIN
ROPIVACAINE,INJ 5 MG/ML 20 ML POLYAMP,NAROPIN
ROPIVACAINE,INJ 5 MG/ML 30 ML VIAL,NAROPIN
SALBUTAMOL,INH PWDR 200 MCG x8 DOSES/DISK,VENTODISK
SALBUTAMOL,INH PWDR 400 MCG x8 DOSES/DISK,VENTODISK
SALBUTAMOL,100 MCG/PUFF 200 DOSE INHALER,VENTOLIN
SALBUTAMOL,INH SOLN 2.5 MG/2.5 ML NEBULE,VENTOLIN
SALBUTAMOL,INH SOLN 5 MG/2.5 ML NEBULE,VENTOLIN
SALBUTAMOL,INH SOLN 5MG/ML 10 ML BTL,VENTOLIN
SALBUTAMOL,INJ 0.5 MG/ML 5 ML AMP,VENTOLIN
SALBUTAMOL,INJ 1 MG/ML 5 ML AMP,VENTOLIN
SALBUTAMOL,INJ 0.5 MG/ML 1 ML AMP,
SALICYLIC ACID,POWDER 100 GM BTL,SALICYLIC ACID
SALICYLIC ACID,SALICYLIC ACID 10%+COAL TAR 4% SHAMPOO 120 ML BTL,SEBCUR-T
SALMETEROL,SALMETEROL+FLUTICASONE 25/125 MCG/PUFF 120 DOSE INHALER,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 25/250 MCG/PUFF 120 PUFF INHALER,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 50/100 MCG DISKUS 28 DOSE,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 50/100 MCG DISKUS 60 DOSE,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 50/250 MCG DISKUS 28 DOSES,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 50/250 MCG DISKUS 60 DOSES,ADVAIR
SALMETEROL,SALMETEROL+FLUTICASONE 50/500 MCG DISKUS 28 DOSES,ADVAIR
SALMETEROL,50 MCG/BLISTER 60 DOSE DISKHALER,SEREVENT DISKHALER
SALMETEROL,DISKHALER,SEREVENT DISKHALER
SALMETEROL,50 MCG/BLISTER 4 DOSE DISK,SEREVENT DISKS
SALMETEROL,50 MCG/DOSE 60 DOSE DISKUS,SEREVENT DISKUS
SCOPOLAMINE,INJ 0.6 MG/ML AMP,HYOSCINE HBR
SCOPOLAMINE,1.5 MG PATCH,TRANSDERM-V
SCOPOLAMINE,INJ 0.4 MG/ML AMP,
SELEGILINE,5 MG TAB,ELDEPRYL
SELENIUM,INJ 40 MCG/ML 10 ML VIAL,SELEPEN
SELENIUM,INJ 40 MCG/ML 30 ML VIAL,SELEPEN
SELENIUM,SULFIDE 2.5% SHAMPOO 200 ML BTL,SELSUN
SELENIUM,SULFIDE 1% SHAMPOO 300 ML BTL,SELSUN BLUE
SENNA,EXTRACT LIQ 100 ML BTL,"X-PREP Equivalent, SENOKOT"
SENNOSIDES,12 MG TAB,GLYSENNID
SENNOSIDES,8.6 MG TAB,SENOKOT
SENNOSIDES,SYRUP 8.5 MG/5 ML 250 ML BTL,SENOKOT
SERTRALINE,100 MG CAP,ZOLOFT
SERTRALINE,25 MG CAP,ZOLOFT
SERTRALINE,50 MG CAP,ZOLOFT
SEVOFLURANE,INHAL.SOLN 250 ML BTL,SEVORANE
SILVER NITRATE,POWDER 25 GM BTL,
SILVER SULFADIAZINE,1% CRM 20 GM TUBE,FLAMAZINE
SILVER SULFADIAZINE,1% CRM 250 GM JAR,FLAMAZINE
SILVER SULFADIAZINE,1% CRM 30 GM TUBE,FLAMAZINE
SILVER SULFADIAZINE,1% CRM 50 GM TUBE,FLAMAZINE
SILVER SULFADIAZINE,1% CRM 500 GM JAR,FLAMAZINE
SIMETHICONE,ALUMINUM+MAGNESIUM+SIMETHICONE LIQ 350 ML BTL,ALMAGEL PLUS
SIMETHICONE,ALUMINUM+MAGNESIUM+SIMETHICONE LIQ 350 ML BTL,ALMAGEL PLUS
SIMETHICONE,40 MG CHEW TAB,OVOL
SIMETHICONE,80 MG CHEW TAB,OVOL
SIMETHICONE,LIQ 40 MG/ML 15 ML BTL,OVOL
SIMETHICONE,180 MG TAB,OVOL ULTRA STRENGTH
SIMETHICONE,125 MG CAP,PHAZYME
SIMETHICONE,95 MG CAP,PHAZYME
SIMPLE,SYRUP 500 ML BTL,SUCROSE
SIMPLE SYRUP,SYRUP 500 ML BTL,SUCROSE
SINCALIDE,INJ 1 MCG/ML 5 ML VIAL,KINEVAC
SOD.POLYSTYRENE SULFONATE,ENEMA 30 GM/120 ML BTL,KAYEXALATE
SOD.POLYSTYRENE SULFONATE,PWDR 454 GM BTL,KAYEXALATE
SOD.POLYSTYRENE SULFONATE,SUSP 15 GM/60 ML 500 ML BTL,KAYEXALATE
SODIUM,SODIUM TETRADECYL SULFATE 1% INJ 10 MG/ML 2 ML VIAL,TROMBOJECT
SODIUM,SODIUM TETRADECYL SULFATE 3% INJ 30 MG/ML 2 ML VIAL,TROMBOJECT
SODIUM ACETATE,INJ 2 MEQ/ML 20 ML VIAL,
SODIUM ACETATE,INJ 4 MMOL/ML 100 ML VIAL,
SODIUM ACETATE,INJ 4 MMOL/ML 50 ML VIAL,
SODIUM BICARBONATE,7.5% INJ 44.6 MMOL/50 ML PFS,SODIUM BICARB ABBOJECT
SODIUM BICARBONATE,8.4% INJ 50 MMOL/50 ML PFS,SODIUM BICARB PFS (ADULT)
SODIUM BICARBONATE,4.2% INJ 5 MMOL/10 ML PFS,SODIUM BICARB PFS (PEDIATRIC)
SODIUM BICARBONATE,8.4% INJ 10 MMOL/10 ML PFS,SODIUM BICARB PFS (PEDIATRIC)
SODIUM BICARBONATE,325 MG [3.9 mmol] TAB,
SODIUM BICARBONATE,500 MG [5.95 mmol] TAB,
SODIUM BICARBONATE,8.4% INJ 50 MMOL/50 ML VIAL,
SODIUM CHLORIDE,0.45% INHAL.SOLN 3 ML NEB,DEY-PAK
SODIUM CHLORIDE,0.9% INHAL.SOLN 3 ML NEB,DEY-PAK
SODIUM CHLORIDE,0.9% INHAL.SOLN 5 ML NEB,DEY-PAK
SODIUM CHLORIDE,5% EYE DROPS 15 ML BTL,MURO 128
SODIUM CHLORIDE,0.9% IV 1000 ML NON-PVC BAG,NS Excel
SODIUM CHLORIDE,0.9% NASAL DROPS 30 ML BTL,SALINEX
SODIUM CHLORIDE,0.9% NASAL SPRAY 30 ML BTL,SALINEX
SODIUM CHLORIDE,0.9% EYE DROPS 5 ML BTL,
SODIUM CHLORIDE,"1,000 MG CAP",
SODIUM CHLORIDE,3% IV 250 ML BAG HYPERTONIC,
SODIUM CHLORIDE,5% IV 250 ML BAG HYPERTONIC,
SODIUM CHLORIDE,INJ 2.5 MEQ/ML 40 ML VIAL,
SODIUM CHLORIDE,INJ 2.5 MMOL/ML 20 ML VIAL,
SODIUM CHLORIDE,INJ 4 MMOL/ML 30 ML VIAL,
SODIUM CITRATE,SODIUM CITRATE+CITRIC ACID LIQ 500 ML BTL,DICITRATE
SODIUM CITRATE,5 ML ENEMA [Microlax],MICROLAX
SODIUM CITRATE,POWDER 500 GM BTL,
SODIUM HYALURONATE,INJ 9.6 MG/0.8 ML PFS,AMVISC
SODIUM HYALURONATE,1%/0.4 ML+3%/0.35ML PFS,DUOVISC
SODIUM HYALURONATE,INJ 5.5 MG/0.55 ML PFS,HEALON
SODIUM HYALURONATE,INJ 8.5 MG/0.85 ML PFS,HEALON
SODIUM HYALURONATE,INJ 13.8 MG/0.6 ML PFS,HEALON 5
SODIUM HYALURONATE,INJ 11.9 MG/0.85 ML PFS,HEALON GV
SODIUM HYALURONATE,INJ 7.7 MG/0.55 ML PFS,HEALON GV
SODIUM HYALURONATE,INJ 5.5 MG/0.55 ML PFS,PROVISC
SODIUM HYALURONATE,INJ 8.5 MG/0.85 ML PFS,PROVISC
SODIUM HYALURONATE,SOD HYALURONATE+CHONDROITIN INJ 0.5 ML PFS,VISCOAT
SODIUM HYALURONATE,SOD HYALURONATE+CHONDROITIN INJ 0.75 ML PFS,VISCOAT
SODIUM PHOSPHATE,LIQ 45 ML BTL,PMS PHOSPHATES
SODIUM PHOSPHATE,INJ 3 MMOL/ML 10 ML VIAL,
SODIUM PHOSPHATE,INJ 3 MMOL/ML 5 ML VIAL,
SORBITOL,LIQ 70% 500 ML BTL,
SOTALOL,160 MG TAB,SOTACOR
SOTALOL,80 MG TAB,SOTACOR
SPIRONOLACTONE,100 MG TAB,ALDACTONE
SPIRONOLACTONE,25 MG CAP,ALDACTONE
SPIRONOLACTONE,25 MG TAB,ALDACTONE
STREPTOMYCIN,INJ 1000 MG VIAL,
SUCCINYLCHOLINE,INJ 100 MG/ML 5 ML VIAL,QUELICIN
SUCCINYLCHOLINE,INJ 20 MG/ML 10 ML VIAL,QUELICIN
SUCCINYLCHOLINE,INJ 20 MG/ML 20 ML VIAL,QUELICIN
SUCCINYLCHOLINE,INJ 20 MG/ML 5 ML VIAL,QUELICIN
SUCRALFATE,1 GM TAB,SULCRATE
SUCRALFATE,SUSP 1 GM/5 ML 500 ML BTL,SULCRATE PLUS
SUCROSE,SYRUP [MEDISCA] 473 ML BTL,MEDISCA
SUCROSE,SYRUP [ORASWEET] 473 ML BTL,ORA-SWEET
SUFENTANIL,INJ 50 MCG/ML 5 ML AMP,SUFENTA
SUFENTANIL,INJ 50 MCG/ML AMP,SUFENTA
SULFACETAMIDE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE DROPS 10 ML BTL,BLEPHAMIDE
SULFACETAMIDE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE DROPS 5 ML BTL,BLEPHAMIDE
SULFACETAMIDE,SULFACETAMIDE 10%+PREDNISOLONE 0.2% EYE OINT 3.5 GM TUB,BLEPHAMIDE
SULFASALAZINE,500 MG TAB,SALAZOPYRIN
SULFASALAZINE,EC 500 MG TAB,SALAZOPYRIN EN
SULFINPYRAZONE,100 MG TAB,ANTURAN
SULFINPYRAZONE,200 MG TAB,ANTURAN
SUMATRIPTAN,100 MG TAB,IMITREX
SUMATRIPTAN,100 MG TAB,IMITREX
SUMATRIPTAN,INJ 6 MG/0.5 ML VIAL,IMITREX
TALC,in SALINE INJ 5 GM/30 ML PFS,
TALC,POWDER 100 GM BTL,
TAMSULOSIN,SR 0.4 MG CAP,FLOMAX
TAMSULOSIN,SR 0.4 MG TAB,FLOMAX CR
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 13.5 GM VIAL,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 2250 MG VIAL,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 3375 MG VIAL,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM INJ 4500 MG VIAL,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 2250 MG/50 ML D5W,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 3375 MG/100 ML D5W,TAZOCIN
TAZOBACTAM,PIPERACILLIN+TAZOBACTAM IV 4500 MG/100 ML D5W,TAZOCIN
TEMAZEPAM,15 MG CAP,RESTORIL
TEMAZEPAM,30 MG CAP,RESTORIL
TENECTEPLASE,INJ 50 MG KIT w/SWI,TNKASE
TERAZOSIN,1 MG TAB,HYTRIN
TERAZOSIN,10 MG TAB,HYTRIN
TERAZOSIN,2 MG TAB,HYTRIN
TERAZOSIN,5 MG TAB,HYTRIN
TERBINAFINE,1% CREAM 30 GM TUBE,LAMISIL
TESTOSTERONE,ENANTHATE INJ 200 MG/ML 5 ML VIAL,DELATESTRYL
TETANUS,IMMUNE GLOBULIN INJ 250 UNIT VIAL,BAYTET
